MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings
3.31354,132.0467,488.017,487.1557218,33,461.809,3,9,9,3,11,7,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d668c0>
2.4711,72.7029,264.325,264.1473925,19,244.165,3,5,3,3,5,8,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66940>
3.08132,113.5138,426.492,426.2067189,31,399.276,1,7,7,1,8,4,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d669c0>
4.5732,187.3128,700.791,700.3297083,51,658.455,1,12,12,1,14,12,268,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66a40>
-1.51428,57.6793,242.231,242.0902715,17,228.119,3,7,6,3,7,2,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66ac0>
2.4395,47.3498,156.269,156.1514153,11,136.109,1,1,1,1,1,1,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66b40>
-2.1829,87.2197,376.39,376.0740044,26,360.262,1,8,7,1,9,5,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66bc0>
5.2513,144.6938,517.776,517.32258,36,470.4,1,5,6,1,6,5,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66c40>
4.05052,137.9253,506.709,506.2814434,35,464.373,3,7,7,3,8,2,196,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66cc0>
5.7224,271.2892,1030.303,1029.602486,73,942.607,4,17,16,4,17,10,412,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66d40>
-2.9378,95.8984,419.505,419.10645,27,396.321,5,10,8,5,12,7,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66dc0>
5.95092,139.4827,513.677,513.3279174,37,472.349,1,6,5,1,8,8,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66e40>
-2.4347,93.257,390.36,390.1400157,28,372.216,6,13,12,6,13,4,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66ec0>
2.1801,82.1138,291.391,291.1834437,21,266.191,1,4,4,1,4,6,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66f40>
3.2934,88.2426,350.436,350.1187948,24,328.26,1,5,4,1,6,2,130,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d66fc0>
-0.0224,49.5408,214.612,214.0257531,14,207.556,1,6,6,1,7,0,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67040>
-0.3476,109.7749,444.44,444.1532657,32,420.248,7,10,9,7,10,2,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d670c0>
1.7856,186.258,733.937,733.4612412,51,666.401,5,14,14,5,14,7,298,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67140>
2.7465,200.4222,790.001,789.487456,55,718.433,4,15,15,4,15,9,320,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d671c0>
2.6798,215.9982,862.064,861.5085853,60,786.464,4,17,17,4,17,12,348,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67240>
1.86742,109.0492,469.326,468.0193206,30,453.198,1,8,7,1,11,4,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d672c0>
-8.8953,138.356,614.65,614.3122855,42,568.282,19,19,19,19,19,9,246,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67340>
-3.3275,119.931,477.603,477.3162487,33,434.259,11,12,12,11,12,7,194,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d673c0>
2.8103,86.1255,352.77,352.0713659,24,335.634,0,6,6,0,7,3,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67440>
0.0764,98.1307,388.469,388.1336508,27,366.293,1,7,6,1,8,3,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d674c0>
1.2958,115.0541,465.528,465.1569712,32,438.312,3,10,9,3,11,7,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67540>
-1.0166,86.4001,348.404,348.1023506,24,330.26,3,7,6,3,8,4,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d675c0>
0.909,72.5667,323.132,322.0123268,20,311.036,3,7,5,3,9,6,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67640>
6.9412,146.7519,561.547,560.2419924,37,519.211,2,8,6,2,10,21,210,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d676c0>
-8.02513,163.9684,668.717,668.3466544,47,624.365,19,22,12,19,22,10,262,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67740>
-8.4505,377.6878,1625.91,1624.612252,106,1517.046,23,44,28,23,49,43,614,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d677c0>
1.6054,108.3357,413.475,413.1176664,29,392.307,1,7,6,1,8,5,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67840>
-0.3856,91.8992,379.414,379.0969309,26,360.262,1,8,7,1,9,5,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d678c0>
0.56062,99.0292,400.436,400.0972653,28,382.292,1,8,7,1,9,4,146,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67940>
-0.4739,83.1757,333.389,333.0914516,23,316.253,1,6,5,1,7,4,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d679c0>
-0.6376,84.9667,349.388,349.0863662,24,332.252,1,7,6,1,8,5,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67a40>
-2.8909,55.8569,265.222,265.0909998,18,250.102,5,10,8,5,10,3,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67ac0>
0.3895,106.8751,424.991,424.1798708,27,391.727,4,7,7,4,9,7,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67b40>
0.827,132.2531,557.607,557.1250194,37,530.391,3,14,14,3,16,10,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67bc0>
1.21402,104.0392,434.881,434.0582929,29,417.745,1,8,7,1,10,4,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67c40>
-0.2144,109.5409,444.44,444.1532657,32,420.248,7,10,9,7,10,2,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67cc0>
1.185,58.4774,226.276,226.1317424,16,208.132,2,5,3,2,5,4,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67d40>
-1.3466,97.0591,404.424,404.0921799,28,386.28,3,9,8,3,10,6,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67dc0>
-0.399,234.4564,925.099,924.4962235,65,850.507,12,18,18,12,18,3,370,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67e40>
3.1984,61.1348,305.502,304.9104395,13,300.462,1,2,2,1,4,0,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67ec0>
0.2649,109.9399,464.858,464.0986433,32,443.69,7,10,9,7,11,2,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d67f40>
-1.2436,110.9307,460.439,460.1481803,33,436.247,8,11,10,8,11,2,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70040>
-2.1829,87.2197,376.39,376.0740044,26,360.262,1,8,7,1,9,5,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d700c0>
2.1082,62.4257,200.285,200.1313485,15,184.157,1,2,2,1,2,1,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70140>
-0.623,234.3624,923.083,922.4805734,65,850.507,12,18,18,12,18,3,368,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d701c0>
0.1866,118.0011,457.483,457.1849002,33,430.267,6,10,9,6,10,3,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70240>
-0.857,103.2409,406.545,406.2137578,27,372.273,5,8,8,5,9,7,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d702c0>
3.6209,202.265,813.979,813.4510704,57,746.443,0,16,16,0,16,9,326,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70340>
3.62712,158.921,612.632,612.23191,44,576.344,6,13,11,6,13,8,236,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d703c0>
-2.9256,76.3638,332.353,332.1583511,23,308.161,5,9,9,5,9,2,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70440>
0.439,114.5509,478.885,478.1142934,33,455.701,7,10,9,7,11,2,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d704c0>
-0.8898,86.1001,346.388,346.0867006,24,330.26,3,7,6,3,8,4,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70540>
4.33542,220.4792,822.953,822.4051233,59,764.489,6,16,15,6,16,4,322,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d705c0>
-0.8593,98.6497,422.464,422.0486008,28,406.336,1,9,9,1,11,7,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70640>
-1.6512,80.1105,334.332,334.1277197,24,316.188,5,9,8,5,9,3,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d706c0>
-1.311,88.0649,364.403,364.0972653,25,346.259,4,8,7,4,9,4,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70740>
-1.97078,100.2427,453.511,453.0227375,29,440.407,1,12,13,1,15,7,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d707c0>
0.0013,131.7544,543.525,543.1740607,39,514.293,7,12,12,7,12,5,208,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70840>
-0.7424,91.7117,395.438,395.0377018,26,380.318,1,8,8,1,10,6,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d708c0>
1.0289,130.3426,527.526,527.1791461,38,498.294,6,11,11,6,11,4,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70940>
-1.98,62.7448,267.245,267.0967539,19,254.141,5,9,9,5,9,2,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d709c0>
-8.4242,131.4257,585.608,585.2857364,40,542.264,17,18,17,17,18,10,234,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70a40>
-2.1214,85.0967,382.419,382.0304253,25,368.307,1,8,8,1,10,5,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70ac0>
-1.3796,112.9097,489.515,489.0656478,33,472.379,1,12,12,1,14,9,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70b40>
-1.055,83.0331,340.425,340.1336508,23,318.249,3,7,6,3,8,3,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70bc0>
-1.215,162.5304,664.725,664.2974641,47,618.357,7,14,14,7,14,3,262,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70c40>
-1.2361,96.5661,426.452,426.0435154,28,410.324,3,10,9,3,12,7,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70cc0>
0.2155,115.4039,476.869,476.0986433,33,455.701,7,10,9,7,11,2,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70d40>
1.2958,115.0541,465.528,465.1569712,32,438.312,3,10,9,3,11,7,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70dc0>
-0.7134,86.2791,366.806,366.0320782,24,353.702,3,7,6,3,9,4,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70e40>
-0.9861,87.1621,348.404,348.1023506,24,330.26,3,7,6,3,8,4,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70ec0>
-3.2007,119.631,475.587,475.3005987,33,434.259,11,12,12,11,12,8,192,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70f40>
-1.575,124.7114,516.556,516.1558428,36,490.348,2,12,8,2,13,6,192,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d70fc0>
-1.9572,103.7611,454.466,454.0496634,30,438.338,3,12,12,3,14,7,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71040>
-3.7971,111.8785,518.464,518.0866943,36,500.32,2,15,14,2,16,9,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d710c0>
-2.4467,149.9242,644.672,644.1351244,44,618.464,3,17,14,3,19,9,232,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71140>
-3.3796,118.6411,517.549,517.0849205,35,498.397,3,13,13,3,15,10,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d711c0>
-1.8707,94.8451,423.383,423.061608,29,408.263,3,12,10,3,13,7,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71240>
-0.1683,117.1581,510.481,510.1056639,35,488.305,3,14,12,3,15,9,188,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d712c0>
-0.1683,117.1581,510.481,510.1056639,35,488.305,3,14,12,3,15,9,188,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71340>
-1.8905,88.1851,382.403,382.0285341,25,370.307,3,10,10,3,12,5,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d713c0>
-1.2405,110.8491,460.492,460.129628,32,438.316,3,11,7,3,12,5,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71440>
-2.4303,40.2998,198.154,198.0407959,14,190.09,1,6,5,1,6,2,76,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d714c0>
0.0715,83.42,324.426,324.1387361,22,302.25,0,6,5,0,7,3,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71540>
-2.2045,116.6501,510.563,510.0442012,33,494.435,3,14,15,3,17,8,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d715c0>
-2.8909,55.8569,265.222,265.0909998,18,250.102,5,10,8,5,10,3,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71640>
-2.6339,126.9271,545.579,545.0918626,37,524.411,3,13,12,3,15,9,194,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d716c0>
-2.252,118.5471,541.569,541.0275481,35,524.433,3,14,13,3,17,9,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71740>
-2.5072,93.0217,434.432,434.0445781,28,418.304,4,13,11,4,15,7,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d717c0>
-2.946,127.9508,553.584,553.0387815,36,536.448,4,15,15,4,18,8,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71840>
-1.2368,87.2791,356.444,356.14169,24,332.252,3,7,7,3,8,11,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d718c0>
-1.7204,72.4592,298.344,298.0867006,20,282.216,3,7,6,3,8,6,110,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71940>
1.2578,126.0254,499.621,499.2912565,35,456.277,3,9,9,3,9,16,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d719c0>
-1.9879,124.3811,524.634,524.0962368,34,502.458,3,13,14,3,16,10,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71a40>
-1.2285,346.6629,1448.263,1446.422923,101,1373.671,20,33,26,20,35,13,542,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71ac0>
-3.2142,101.2751,451.442,451.0267369,30,438.338,3,12,12,3,14,8,158,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71b40>
-1.42028,146.6914,611.642,611.1136607,42,588.458,4,15,13,4,17,9,218,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71bc0>
-2.06302,105.4677,470.538,470.0380532,30,454.41,1,12,13,1,15,9,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71c40>
1.0203,123.7906,497.5,497.1685814,36,470.284,6,10,10,6,10,3,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71cc0>
2.4397,191.0482,747.964,747.4768913,52,678.412,4,14,14,4,14,8,304,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71d40>
-0.628,96.9049,388.425,388.0972653,27,370.281,4,8,7,4,9,5,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71dc0>
-0.6239,83.0551,348.766,348.0756572,24,333.646,3,7,5,3,8,4,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71e40>
1.9007,194.179,748.996,748.5085257,52,676.42,5,14,14,5,14,7,306,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71ec0>
0.827,132.2531,557.607,557.1250194,37,530.391,3,14,14,3,16,10,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71f40>
2.2017,213.5239,835.086,834.5453052,58,756.462,5,16,16,5,16,12,340,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d71fc0>
-1.2799,117.1475,480.572,480.1249599,32,456.38,3,11,10,3,13,7,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72040>
0.72564,325.4772,1255.438,1254.628475,90,1168.75,6,28,18,6,28,8,490,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d720c0>
-2.8579,61.3928,299.288,299.045564,20,288.2,0,9,8,0,10,3,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72140>
-2.7176,92.2401,408.417,408.0209233,27,396.321,3,10,10,3,12,6,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d721c0>
4.61572,226.7648,847.019,846.4415088,61,784.523,5,15,14,5,15,4,332,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72240>
-0.4245,30.5499,123.115,123.0432618,9,118.075,2,4,3,2,4,1,46,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d722c0>
-1.6427,93.4825,382.462,382.1442154,26,358.27,2,8,7,2,9,5,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8f3fdc0>
4.639,212.5924,804.031,803.4819766,57,734.479,3,13,12,3,13,7,322,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72340>
-1.3551,21.9415,136.043,135.9936424,8,131.003,0,4,4,0,5,1,48,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d723c0>
2.52402,113.4283,433.501,433.2100523,31,402.253,1,8,8,1,8,9,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72440>
-1.5065,92.1026,394.414,394.0285341,26,382.318,4,10,10,4,12,5,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d724c0>
5.6014,227.3994,875.106,874.507857,62,800.514,3,14,14,3,14,8,350,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72540>
2.3235,272.0484,1022.239,1021.47316,73,954.703,4,19,14,4,20,10,390,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d725c0>
2.2693,179.5708,690.86,690.3298502,48,640.46,2,13,11,2,14,7,266,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72640>
0.0013,131.7544,543.525,543.1740607,39,514.293,7,12,12,7,12,5,208,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d726c0>
1.39852,80.2173,319.333,319.1187119,23,300.181,1,6,6,1,6,6,124,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72740>
-3.168,53.7138,244.207,244.0807695,17,232.111,5,9,9,5,9,2,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d727c0>
-11.3811,129.8103,583.596,583.2802226,40,542.268,18,19,13,18,19,9,230,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72840>
1.2278,310.3704,1141.47,1140.705937,82,1048.734,12,22,12,12,22,16,452,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d728c0>
-8.8617,136.3874,615.634,615.2963011,42,570.274,18,19,19,18,19,9,246,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72940>
-1.6249,22.0701,102.093,102.0429274,7,96.045,3,4,3,3,4,0,40,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d729c0>
-0.4379,110.3939,442.424,442.1376157,32,420.248,7,10,9,7,10,2,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72a40>
2.4351,289.5057,1108.309,1107.564637,79,1024.645,12,20,20,12,20,10,438,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72ac0>
2.9666,84.216,293.407,293.1990937,21,266.191,0,4,4,0,4,9,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72b40>
1.185,58.4774,226.276,226.1317424,16,208.132,2,5,3,2,5,4,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72bc0>
4.4596,122.9554,372.536,372.2434244,28,342.296,0,3,2,0,3,4,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72c40>
3.2473,191.221,764.95,764.4346921,54,700.438,5,13,13,5,13,7,306,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72cc0>
3.0436,62.0035,212.248,212.0837296,16,200.152,0,2,2,0,2,3,80,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72d40>
2.1082,62.4257,200.285,200.1313485,15,184.157,1,2,2,1,2,1,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72dc0>
7.049,159.535,556.769,556.2970935,39,512.417,1,7,6,1,8,18,214,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72e40>
2.8408,73.837,298.379,298.1780239,21,272.171,0,5,5,0,5,1,120,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72ec0>
4.8106,96.8597,319.88,319.1815255,22,293.672,1,3,3,1,4,8,120,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72f40>
1.4735,59.7127,218.256,218.1055277,16,204.144,1,4,2,1,4,2,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d72fc0>
4.292,96.728,309.453,309.2092645,23,282.237,0,2,2,0,2,7,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73040>
2.9233,81.639,270.376,270.1732133,20,248.2,0,3,3,0,3,6,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d730c0>
2.1867,69.0468,284.352,284.1623739,20,260.16,1,5,5,1,5,0,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73140>
0.1764,43.0298,161.225,161.1284542,11,144.089,2,4,2,2,4,3,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d731c0>
4.3305,91.8218,301.474,301.2405646,22,270.226,1,2,2,1,2,5,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73240>
0.7637,37.947,157.169,157.0738932,11,146.081,0,4,3,0,4,1,62,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d732c0>
1.3511,63.0004,238.287,238.1317424,17,220.143,2,5,3,2,5,5,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73340>
-2.2131,63.3076,254.246,254.1015049,18,240.134,2,8,8,2,8,3,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d733c0>
4.2394,87.162,284.428,284.1347196,20,264.268,0,2,3,0,3,3,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73440>
4.1167,86.933,334.257,333.0728264,20,314.097,0,2,2,0,3,6,106,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d734c0>
3.9404,87.2048,287.447,287.2249145,21,258.215,1,2,2,1,2,5,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73540>
5.0196,96.396,312.482,312.1660198,22,288.29,0,2,3,0,3,5,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d735c0>
3.6096,87.7318,308.333,308.104859,23,292.205,1,4,4,1,4,4,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73640>
1.771,60.7947,217.268,217.1102787,16,202.148,1,3,2,1,3,2,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d736c0>
3.9404,87.2048,287.447,287.2249145,21,258.215,1,2,2,1,2,5,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73740>
1.5132,39.0668,144.601,144.0341926,9,135.529,1,1,1,1,2,2,50,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d737c0>
1.5763,43.7954,135.21,135.1047994,10,122.106,2,1,1,2,1,2,54,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d738c0>
2.4206,52.0767,167.296,167.1673997,12,146.128,1,1,1,1,1,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73940>
2.7045,99.2722,352.454,352.1907201,26,326.246,1,4,3,1,4,4,136,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d739c0>
3.0559,105.6548,374.912,374.1761058,26,347.696,1,4,4,1,5,8,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73a40>
3.9277,83.393,319.246,318.0731607,19,300.094,0,2,2,0,3,5,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73ac0>
1.2994,55.1017,204.229,204.0898776,15,192.133,1,4,2,1,4,2,78,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73b40>
6.5447,131.729,433.039,432.2332267,31,399.775,0,2,2,0,3,5,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73bc0>
0.5302,60.0312,241.243,241.0950226,17,226.123,3,6,5,3,6,6,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73c40>
