MolLogP,MolMR,MolWt,ExactMolWt,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings
7.9609,133.817,456.711,456.3603454,33,408.327,0,3,3,0,3,10,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2d40>
1.8444,104.5892,408.878,408.1339662,28,383.678,4,6,6,4,7,6,152,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2dc0>
1.6134,113.2722,450.915,450.1445309,31,423.699,4,7,7,4,8,6,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2e40>
4.11132,122.4435,450.93,450.1571017,32,427.746,0,8,7,0,9,3,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2ec0>
-1.7916,47.7138,212.181,212.056446,15,202.101,5,6,6,5,6,3,82,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2f40>
-3.2938,82.331,328.413,328.2110554,23,300.189,7,8,4,7,8,7,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db2fc0>
-0.11232,99.2262,397.386,397.1317569,29,379.242,1,8,8,1,9,3,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3040>
-5.238,154.1813,665.695,665.1678215,45,636.463,9,20,17,9,22,12,242,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db30c0>
6.78702,147.002,578.601,578.248031,41,546.345,0,5,4,0,11,5,220,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3140>
1.8635,168.7936,651.794,651.3618615,46,598.37,2,12,12,2,12,24,260,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db31c0>
3.4323,113.3725,404.551,404.2675076,29,368.263,2,6,5,2,6,11,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3240>
2.006,82.6557,318.354,318.0674279,22,304.242,3,6,4,3,7,5,114,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db32c0>
3.7543,115.6364,415.432,415.1556864,31,397.288,2,8,7,2,9,5,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3340>
8.6073,237.3308,889.017,888.4134379,65,834.585,4,14,8,4,16,10,340,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db33c0>
5.6755,112.7219,407.576,407.3164456,27,361.208,0,5,4,0,6,20,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3440>
7.6871,250.2838,894.127,893.5051121,65,826.591,4,15,9,4,15,13,350,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db34c0>
3.63692,203.0964,765.893,765.2944677,55,722.549,3,14,10,3,15,7,286,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3540>
4.0236,139.3202,493.585,493.167142,35,466.369,2,8,6,2,9,5,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db35c0>
2.2512,69.7897,245.322,245.1415788,18,226.17,1,3,2,1,3,4,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3640>
2.3474,116.7772,434.471,434.1754188,32,411.287,1,7,4,1,8,4,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db36c0>
6.36192,154.1589,558.148,557.2227387,38,521.86,3,8,8,3,10,9,204,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3740>
2.14592,56.776,185.226,185.084064,14,174.138,0,2,2,0,2,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db37c0>
3.6159,157.0789,539.636,539.2532545,40,506.372,2,9,7,2,9,7,206,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3840>
2.376,105.971,386.448,386.1841719,28,360.24,4,7,6,4,7,7,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db38c0>
1.2896,139.2486,548.069,547.1768511,37,517.829,3,11,8,3,13,5,198,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3940>
-1.5253,52.579,265.247,265.0368561,17,254.159,3,9,5,3,10,3,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db39c0>
3.32722,103.8516,349.434,349.179027,26,326.25,4,5,3,4,5,7,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3a40>
2.96582,128.6469,447.543,447.2382732,33,418.311,2,9,9,2,9,5,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3ac0>
4.0719,113.5153,426.86,426.1094828,30,407.708,4,8,5,4,9,6,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3b40>
3.6202,82.8387,265.356,265.1466642,20,246.204,1,2,2,1,2,3,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3bc0>
3.6202,82.8387,265.356,265.1466642,20,246.204,1,2,2,1,2,3,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3c40>
3.9624,87.466,279.383,279.1623143,21,258.215,0,2,2,0,2,3,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3cc0>
-4.74,79.7745,479.124,478.9554063,29,467.028,4,17,17,4,20,8,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3d40>
3.2686,76.9877,288.709,288.0465688,20,278.629,1,3,2,1,5,1,100,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3dc0>
3.0294,71.1734,252.273,252.0898776,19,240.177,2,4,2,2,4,0,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3e40>
6.5626,124.378,405.969,405.1859422,29,377.745,0,2,2,0,3,9,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3ec0>
1.2473,51.166,213.64,213.0323954,14,203.56,0,3,3,0,4,3,76,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8db3f40>
-1.0605,37.3351,152.113,152.0334254,11,148.081,3,6,3,3,6,0,56,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0040>
-0.7278,61.9303,247.23,247.0724304,18,236.142,1,6,6,1,6,3,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc00c0>
2.0605,82.802,326.418,326.1300282,22,304.242,3,6,4,3,7,4,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0140>
2.0605,82.802,326.418,326.1300282,22,304.242,3,6,4,3,7,4,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc01c0>
-2.46441,76.6072,377.275,377.0206025,24,365.179,5,12,12,5,14,4,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0240>
1.3499,65.6794,242.344,242.1088988,16,224.2,2,4,3,2,5,4,90,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc02c0>
2.5085,24.623,197.381,195.8902245,7,196.373,0,0,0,0,5,0,44,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0340>
0.9908,51.5607,189.214,189.0789786,14,178.126,1,3,2,1,3,1,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc03c0>
0.9908,51.5607,189.214,189.0789786,14,178.126,1,3,2,1,3,1,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0440>
1.736,52.5997,177.247,177.1153641,13,162.127,1,2,2,1,2,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc04c0>
1.736,52.5997,177.247,177.1153641,13,162.127,1,2,2,1,2,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0540>
1.736,52.5997,177.247,177.1153641,13,162.127,1,2,2,1,2,1,70,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc05c0>
1.1278,50.1957,183.251,183.1259288,13,166.115,1,3,2,1,3,2,74,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0640>
0.961,58.3834,224.26,224.1160924,16,208.132,2,5,3,2,5,4,88,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc06c0>
1.1589,51.577,189.214,189.0789786,14,178.126,0,3,2,0,3,1,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0740>
-0.2443,32.4373,137.114,137.0244176,10,132.074,1,3,3,1,3,1,52,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc07c0>
1.9898,94.1426,360.45,360.193674,26,332.226,2,5,5,2,5,2,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0840>
4.4469,95.5232,327.815,327.1138399,23,309.671,3,4,4,3,5,5,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc08c0>
0.0314,28.7027,129.115,129.0425931,9,122.059,1,4,3,1,4,0,50,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0940>
0.7949,53.8604,212.249,212.1160924,15,196.121,2,5,3,2,5,3,84,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc09c0>
3.6752,102.2617,360.429,360.1849209,26,335.229,1,5,5,1,6,12,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0a40>
3.8497,76.2255,274.32,274.0576122,19,263.232,2,3,4,2,5,2,96,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0ac0>
4.2802,104.4667,359.441,359.1896719,26,333.233,1,4,4,1,5,12,140,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0b40>
0.3225,143.8078,772.334,770.9192073,44,751.166,3,17,19,3,27,15,252,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0bc0>
5.82152,127.7102,485.506,485.1926264,35,459.298,1,6,5,1,9,5,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0c40>
4.724,129.7757,433.577,433.1823981,31,406.361,1,5,5,1,6,7,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0cc0>
2.114,107.4084,407.571,407.2802979,29,368.259,3,5,5,3,5,4,166,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0d40>
3.41232,110.9272,451.405,451.1111017,33,434.269,1,7,6,1,9,5,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0dc0>
3.31,131.639,468.594,468.2624223,34,432.306,0,7,6,0,7,10,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0e40>
3.1432,106.0186,391.572,391.2853833,28,352.26,2,4,4,2,4,4,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0ec0>
6.222,202.7508,738.89,738.3853313,54,688.49,4,14,8,4,14,11,286,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0f40>
2.82434,156.4265,568.654,568.2565428,42,534.382,5,10,7,5,10,11,218,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc0fc0>
4.58458,180.9115,717.779,717.2413701,51,682.499,2,13,12,2,16,13,264,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1040>
4.24298,110.9568,437.475,437.1121876,31,420.339,1,6,7,1,9,6,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc10c0>
2.5003,112.1677,410.49,410.1972966,30,382.266,1,6,5,1,6,11,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1140>
0.6871,100.5417,381.428,381.15872,28,358.244,1,6,5,1,6,10,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc11c0>
3.6959,92.2928,330.468,330.2194948,24,300.228,1,3,3,1,3,2,132,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1240>
-18.3592,419.9728,1994.112,1992.350662,128,1889.28,16,48,56,16,56,40,736,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc12c0>
3.1706,102.6557,390.409,390.166746,28,369.241,1,5,4,1,8,4,148,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1340>
4.3355,117.6967,427.42,426.195317,28,395.164,1,5,3,1,7,5,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc13c0>
3.9933,113.0694,413.393,412.1796669,27,383.153,2,5,3,2,7,5,150,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1440>
3.7326,108.1971,399.366,398.1640169,26,371.142,3,5,3,3,7,5,144,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc14c0>
3.8626,90.187,284.408,284.121595,20,266.264,0,3,3,0,4,2,102,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1540>
4.0268,88.9437,285.416,285.1299686,20,266.264,1,3,4,1,4,2,104,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc15c0>
0.8989,58.0014,212.293,212.1524779,15,192.133,2,4,2,2,4,5,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1640>
3.7811,115.2527,531.316,531.0630596,30,510.148,3,5,4,3,9,4,160,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc16c0>
5.7295,116.2774,500.483,500.1898474,35,474.275,2,4,3,2,10,5,190,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1740>
4.6665,121.4727,427.564,427.2635055,31,393.292,1,5,3,1,6,8,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc17c0>
4.3243,116.8454,413.537,413.2478555,30,381.281,2,5,3,2,6,8,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1840>
8.6754,184.896,660.727,659.3256625,45,609.319,0,7,6,0,9,19,248,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc18c0>
2.9729,123.6516,476.474,476.1937047,33,447.242,3,11,10,3,12,11,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1940>
3.898,138.4255,496.633,496.2144265,35,464.377,1,8,7,1,9,12,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc19c0>
4.3075,124.6334,418.541,418.2368762,31,388.301,2,6,5,2,6,11,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1a40>
3.41324,194.5791,761.85,761.2618302,54,718.506,4,14,15,4,15,3,286,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1ac0>
0.28967,60.0641,242.666,242.0570533,16,231.578,3,6,3,3,7,2,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1b40>
2.9024,94.271,403.281,401.9917333,24,390.177,0,5,6,0,7,5,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1bc0>
3.7793,115.1826,419.626,419.3166834,30,376.282,2,4,4,2,4,5,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1c40>
4.5098,150.8724,499.619,499.2695733,37,466.355,2,9,8,2,9,10,192,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1cc0>
-1.1395,82.9737,370.314,370.1012302,26,352.17,1,11,10,1,11,5,142,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1d40>
-2.8519,54.3321,244.203,244.0695361,17,232.107,4,8,7,4,8,2,94,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1dc0>
8.116,243.4558,882.035,881.4224451,65,826.595,4,16,10,4,16,11,338,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1e40>
3.3019,196.8129,766.918,766.3359982,54,716.518,3,15,11,3,16,7,292,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1ec0>
1.3279,49.9235,165.236,165.1153641,12,150.116,2,2,2,2,2,3,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1f40>
7.7315,242.5598,883.019,882.4064607,65,828.587,4,16,10,4,16,11,338,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc1fc0>
4.77328,142.0212,482.628,482.2681763,36,448.356,1,6,5,1,6,3,186,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2040>
1.2661,90.3725,361.034,360.0814928,23,341.882,4,6,4,4,9,7,126,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc20c0>
-1.1263,115.0909,515.111,514.0728132,34,493.943,2,11,9,2,14,11,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2140>
8.6599,237.0478,868.457,867.3180956,61,818.057,3,14,11,3,16,13,320,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc21c0>
1.56828,70.0688,251.05,251.0753736,19,240.97,1,4,4,1,5,2,92,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2240>
3.4326,150.6375,614.483,613.060851,41,591.299,1,9,7,1,12,7,212,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc22c0>
3.8792,82.7168,288.431,288.2089301,21,260.207,1,2,2,1,2,0,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2340>
2.9793,92.4936,323.371,323.1433904,24,305.227,3,4,2,3,5,3,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc23c0>
2.3681,82.6701,302.349,302.1430561,22,283.197,3,4,3,3,5,7,116,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2440>
5.9068,165.1237,570.649,570.2267054,43,540.409,1,8,6,1,8,3,214,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc24c0>
5.2527,160.3335,556.622,556.2110554,42,528.398,2,8,6,2,8,2,208,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2540>
5.3977,166.3795,586.648,586.2216201,44,556.408,2,9,7,2,9,3,220,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc25c0>
5.93248,157.2544,557.054,556.1989665,40,527.822,2,9,8,2,10,11,204,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2640>
4.13517,125.1051,451.914,451.1411172,32,429.738,3,8,5,3,9,6,164,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc26c0>
-15.842,261.0557,1051.297,1050.550899,71,974.689,31,31,13,31,33,36,402,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2740>
2.5914,94.4326,320.396,320.1637113,24,300.236,3,5,4,3,5,3,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc27c0>
-2.6709,31.4108,145.138,145.0618657,10,136.066,4,5,4,4,5,4,58,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2840>
0.583,99.1867,439.757,439.0426408,30,428.669,3,8,8,3,12,3,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc28c0>
4.2926,105.3692,473.381,473.1398775,33,456.245,3,8,8,3,14,6,176,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2940>
2.5632,115.7418,441.524,441.2151377,32,410.276,1,7,7,1,7,3,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc29c0>
1.9924,106.1946,399.487,399.204573,29,370.255,2,6,6,2,6,2,156,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2a40>
-13.4871,394.5235,1677.883,1676.596094,113,1577.083,22,44,31,22,48,28,634,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2ac0>
5.09,166.4369,584.105,583.2591378,40,544.793,2,9,9,2,11,8,214,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2b40>
3.17542,131.3018,545.929,545.1321245,38,524.761,4,9,9,4,13,8,198,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2bc0>
4.98862,142.9278,574.991,574.170701,40,548.783,4,9,9,4,13,9,210,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2c40>
3.4798,150.7311,570.646,570.2478348,42,536.374,4,10,9,4,10,6,218,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2cc0>
2.7964,125.6529,434.548,434.2542576,32,404.308,2,9,8,2,9,5,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2d40>
1.7992,51.654,174.203,174.0793129,13,164.123,0,3,2,0,3,1,66,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2dc0>
4.9565,206.5909,868.948,868.3452611,60,816.532,3,15,11,3,20,8,330,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2e40>
3.5641,117.8194,418.578,418.2831577,30,380.274,2,6,6,2,6,7,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2ec0>
3.0299,91.1328,319.445,319.2147438,23,290.213,1,4,4,1,4,4,128,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2f40>
3.8568,197.0309,838.878,838.2983109,58,792.51,3,15,11,3,20,6,316,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc2fc0>
9.4475,285.2198,1113.199,1112.4907,80,1047.679,4,18,12,4,23,15,426,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3040>
5.3977,166.3795,586.648,586.2216201,44,556.408,2,9,7,2,9,3,220,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc30c0>
-3.4005,115.5247,471.43,471.1513432,34,450.262,6,14,11,6,14,10,180,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8d73840>
2.42272,326.6289,1409.398,1408.277527,87,1333.798,7,25,27,7,30,23,482,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3140>
3.8344,189.4245,738.3,737.2748934,50,689.916,2,13,11,2,15,7,276,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc31c0>
3.5298,199.5839,717.993,717.5040495,51,650.457,4,12,8,4,12,20,290,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3240>
1.8448,135.3329,474.565,474.2379388,35,444.325,7,9,4,7,9,10,182,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc32c0>
3.7665,134.3618,507.624,507.2832173,36,466.296,3,9,8,3,9,18,202,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3340>
1.09568,94.3475,371.426,371.1164438,26,354.29,1,9,7,1,10,5,134,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc33c0>
4.88964,133.6456,453.542,453.2052417,34,426.326,3,6,5,3,6,7,172,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc34c0>
2.4081,94.5329,321.38,321.1477268,24,302.228,4,5,4,4,5,5,122,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3540>
3.715,111.8745,403.478,403.1783583,30,378.278,0,5,5,0,5,3,154,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc35c0>
4.93692,140.7077,506.605,506.2717995,37,474.349,1,8,8,1,10,7,194,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3640>
2.42044,103.0612,362.409,362.1510151,27,342.249,1,6,6,1,6,4,138,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc36c0>
2.7624,66.8567,259.136,258.0326684,16,247.04,1,3,3,1,5,3,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3740>
2.7624,66.8567,259.136,258.0326684,16,247.04,1,3,3,1,5,3,86,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc37c0>
1.8305,134.6419,578.45,578.1337384,40,554.258,2,15,14,2,17,10,214,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3840>
3.6332,122.2271,470.461,470.1713961,34,447.277,3,11,10,3,12,7,178,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc38c0>
-5.5941,265.8236,1045.189,1044.527238,75,974.629,15,25,14,15,25,29,408,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3940>
0.48052,45.2992,185.183,185.0800412,13,174.095,1,6,5,1,6,3,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc39c0>
0.48052,45.2992,185.183,185.0800412,13,174.095,1,6,5,1,6,3,72,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3a40>
1.1077,67.1701,260.253,260.0909402,19,248.157,1,7,5,1,7,5,98,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3ac0>
-0.8859,71.6575,296.133,296.0769476,20,281.013,2,6,6,2,8,5,108,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3b40>
1.3565,108.4212,436.888,436.1288808,30,411.688,4,7,7,4,8,6,162,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3bc0>
0.6618,129.4806,480.529,480.2233514,35,452.305,3,12,11,3,12,7,184,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3c40>
4.3727,143.115,571.551,571.1973918,41,544.335,0,8,8,0,12,6,216,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3cc0>
1.8677,80.3415,303.358,303.1470582,22,282.19,0,5,5,0,5,3,118,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3d40>
5.2467,168.2402,648.662,647.1438099,42,615.398,1,9,10,1,13,7,224,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3dc0>
1.6344,102.3225,449.385,449.1198553,32,431.241,2,8,6,2,11,3,168,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3e40>
3.3126,132.1636,465.517,465.191323,35,442.333,3,9,7,3,9,4,174,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3ec0>
3.3953,127.2871,520.504,520.1821212,37,493.288,4,8,7,4,11,8,198,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc3f40>
5.10462,158.9819,687.598,687.2176497,47,653.326,0,9,7,0,16,8,256,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc8040>
3.53158,112.8892,477.443,477.0882586,33,462.323,1,7,5,1,12,3,170,<rdkit.rdBase._vectSt6vectorIiSaIiEE object at 0x7c9de8dc80c0>
